,rxn
38842,CC#N.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CCCC(C)COc1ccc([C@H](CN)NC(=O)[C@@H](C)c2ccccc2)cc1.O=C([O-])O.O=CC1CC1.[Na+].[Na+]>>CCCC(C)COc1ccc([C@H](CNCC2CC2)NC(=O)[C@@H](C)c2ccccc2)cc1
14973,CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1C#N.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.C[C@@H](O)[C@H](NC(=O)OC(C)(C)C)C(=O)O.F[P-](F)(F)(F)(F)F.O=C(O)C(F)(F)F>>CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCN(C(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O)CC4)no2)cc1C#N
18037,C1CCC2=NCCCN2CC1.CCS(=O)(=O)Nc1nc2c(I)cc(-c3c(C)noc3C)cc2[nH]1.CN1CCCC1=O.Cc1ccc2ncccc2c1B(O)O.O.[Cl-].[NH4+]>>CCS(=O)(=O)Nc1nc2c(-c3c(C)ccc4ncccc34)cc(-c3c(C)noc3C)cc2[nH]1
2625,C1CCOC1.CCOC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccc(C)cn2)c1F.CO.Cl.O.[Li+].[OH-]>>Cc1ccc(C(F)(F)CNc2ccc(C#N)c(CC(=O)O)c2F)nc1
21430,CNC.Cl.NC(=O)c1cc(Cl)nc(Cl)n1>>CN(C)c1cc(C(N)=O)nc(Cl)n1
15940,CN(C)c1ccc(C(=O)O)c2ccccc12.COc1ccc(C2=NN(C3CCNCC3)C(=O)C2(C)C)cc1OC.Cl>>COc1ccc(C2=NN(C3CCN(C(=O)c4ccc(N(C)C)c5ccccc45)CC3)C(=O)C2(C)C)cc1OC
4086,CC1(C)OCC2(CCNCC2)C1O.C[C@@H](O[C@H]1OCC[C@@H](C=O)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1>>C[C@@H](O[C@H]1OCC[C@@H](CN2CCC3(CC2)COC(C)(C)C3O)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
47853,COC(=O)c1ccc(B(O)O)cc1F.Nc1ncc(Br)cc1C(=O)Nc1ccncc1>>COC(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccncc3)c2)cc1F
22103,CCCCCCCCCCCCCCCCCCCCCC(=O)O.CCOCC.CS(=O)(=O)O.OCCOc1ccccc1>>CCCCCCCCCCCCCCCCCCCCCC(=O)OCCOc1ccccc1
22972,C1CCOC1.CCN(C(C)C)C(C)C.COc1cnc(N2CCOCC2)c2sc(N)nc12.ClCCCl.O=C(Cl)c1ccc(CCl)cc1>>COc1cnc(N2CCOCC2)c2sc(NC(=O)c3ccc(CCl)cc3)nc12
28929,COC(=O)C(C)Cl.OCCNCCO>>CC(Cl)C(=O)N(CCO)CCO
48349,CCN(CC)CC.ClCCl.O=C(Cl)OCc1ccc([N+](=O)[O-])cc1.O=C(OCc1ccc([N+](=O)[O-])cc1)N1C[C@@H](SC(c2ccccc2)(c2ccccc2)c2ccccc2)C[C@H]1CN1CCNCC1>>O=C(OCc1ccc([N+](=O)[O-])cc1)N1CCN(C[C@@H]2C[C@H](SC(c3ccccc3)(c3ccccc3)c3ccccc3)CN2C(=O)OCc2ccc([N+](=O)[O-])cc2)CC1
32400,N#C[C@@H]1C[C@H](F)CN1C(=O)CNC12CCC(C(=O)O)(CC1)CC2.Nc1ccc(C=Cc2ccccc2)cc1>>N#C[C@@H]1C[C@H](F)CN1C(=O)CNC12CCC(C(=O)Nc3ccc(C=Cc4ccccc4)cc3)(CC1)CC2
42280,CCC(C)=O.CCN.CSc1c(Cl)nc(Cl)nc1Cl.O>>CCNc1nc(Cl)c(SC)c(Cl)n1
43850,C1=CCCCC1.CCO.O=C(Nc1ccc(-c2c[nH]c(=O)cn2)cc1)c1cccc([N+](=O)[O-])c1.[Pd]>>Nc1cccc(C(=O)Nc2ccc(-c3c[nH]c(=O)cn3)cc2)c1
24376,CC(C)(Br)c1ccc(C(=O)CCCCl)cc1.C[Si](C)(C)C#N.ClCCl.Cl[Sn](Cl)(Cl)Cl.O>>CC(C)(C#N)c1ccc(C(=O)CCCCl)cc1
1045,CC(=Cc1ccccc1)C(=O)O.CO.[Pd]>>CC(Cc1ccccc1)C(=O)O
44275,CCOC(=O)COCCOCCOCCOCCOCCOCCOCC(F)(F)F.Cl.[Na+].[OH-]>>O=C(O)COCCOCCOCCOCCOCCOCCOCC(F)(F)F
12311,CC#N.Fc1ncccc1I.O=C([O-])[O-].SCc1ccccc1.[K+].[K+]>>Ic1cccnc1SCc1ccccc1
6760,CC(C)(COS(C)(=O)=O)NC(=O)OC(C)(C)C.CN(C)C=O.Oc1ccccc1.[H-].[Na+]>>CC(C)(COc1ccccc1)NC(=O)OC(C)(C)C
6274,C1CCOC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(N)c1ccc([N+](=O)[O-])cc1.CCOC(C)=O>>CC(C)(C)OC(=O)NC(C)(C)c1ccc([N+](=O)[O-])cc1
6927,C1CCOC1.CI.O=C(N[C@@H](CCCCO)C(=O)N1CCN(C(=O)OC2CCC2)CC1)c1cc(OCC(=O)N2CCC[C@H]2C(=O)NC2CCC2)n(-c2ccccc2)n1.[H-].[Na+]>>CN(C(=O)[C@@H]1CCCN1C(=O)COc1cc(C(=O)N[C@@H](CCCCO)C(=O)N2CCN(C(=O)OC3CCC3)CC2)nn1-c1ccccc1)C1CCC1
24621,CN1CCC(N(C)c2ccc(N)cc2C(F)(F)F)CC1.CO.ClCCl.O=C(O)Cc1ccc(-n2cnc3ccccc32)cc1>>CN1CCC(N(C)c2ccc(NC(=O)Cc3ccc(-n4cnc5ccccc54)cc3)cc2C(F)(F)F)CC1
23299,CCN(CC)CC.COC(=O)c1cnc(N2CCNCC2)s1.ClCCl.O.O=S(=O)(Cl)c1ccc(-c2ccccc2)cc1>>COC(=O)c1cnc(N2CCN(S(=O)(=O)c3ccc(-c4ccccc4)cc3)CC2)s1
46986,CCOC(=O)C[C@H](NC(=O)c1ccc(-c2cccc(F)c2)cc1NC(=O)Nc1c(C)cc(C)cc1C)C(=O)OCc1ccccc1.CCOC(C)=O.CO.[H][H].[Pd]>>CCOC(=O)C[C@H](NC(=O)c1ccc(-c2cccc(F)c2)cc1NC(=O)Nc1c(C)cc(C)cc1C)C(=O)O
16870,Br.C#CCn1cncc1C.CN(C)C=O.Cl[Pd]Cl.Cn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(CN3CCOCC3)cc(I)c21.[Cu]I.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>Cc1cncn1CC#Cc1cc(CN2CCOCC2)cc2c(=O)c(C(=O)NCc3ccc(Cl)cc3)cn(C)c12
34103,CCOC(C)=O.CCOC(C)=O.CCOCC.C[C@@H](NC(=O)[C@@H](CCCNC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C)c1cccc2ccccc12.Cl>>C[C@@H](NC(=O)[C@H](N)CCCNC(=O)OCc1ccccc1)c1cccc2ccccc12.Cl
26537,COc1ccc(F)c(B(O)O)c1F.Nc1c2c(nc3c(Br)c(F)ccc13)CN(C1CC1)C2=O>>COc1ccc(F)c(-c2c(F)ccc3c(N)c4c(nc23)CN(C2CC2)C4=O)c1F
42619,CC(C)CC(=O)c1c(-c2ccc3c(Br)c(OCC#N)ccc3c2)oc2ccccc12.CN(C)C=O.[Cl-].[N-]=[N+]=[N-].[NH4+].[Na+]>>CC(C)CC(=O)c1c(-c2ccc3c(Br)c(OCc4nnn[nH]4)ccc3c2)oc2ccccc12
17338,C1CCOC1.CC1(C)COc2cccc(Oc3ncc([N+](=O)[O-])cn3)c21.O.[Cl-].[Fe].[NH4+]>>CC1(C)COc2cccc(Oc3ncc(N)cn3)c21
14717,COc1cc2ncc(C#N)c(Cl)c2cc1OC.Nc1ccc(Sc2ccccc2)c(Cl)c1>>COc1cc2ncc(C#N)c(Nc3ccc(Sc4ccccc4)c(Cl)c3)c2cc1OC
24934,CCOC(=O)c1cc(-c2ccc(C)nc2)cc(-c2cccc(C#C[C@]3(O)CCN(C)C3=O)c2)n1.N>>Cc1ccc(-c2cc(C(N)=O)nc(-c3cccc(C#C[C@]4(O)CCN(C)C4=O)c3)c2)cn1
40386,Cl[Sn](Cl)(Cl)Cl.N#Cc1cnc2c(Br)cc([N+](=O)[O-])cc2c1NC1CCCC1.O.O>>N#Cc1cnc2c(Br)cc(N)cc2c1NC1CCCC1
20316,CC(C)(C)OC(=O)NC(C(=O)N1CCOCC1)C1CCOCC1.CC(C)[C@@H](C(=O)N1CCOCC1)N1CC[C@H](N)C1=O.Cl>>NC(C(=O)N1CCOCC1)C1CCOCC1
3268,CC(=O)O[BH-](OC(C)=O)OC(C)=O.CO.COc1cc(C2CCNCC2)ccc1Nc1ncc(OCc2c(Cl)c(OC)cc(OC)c2Cl)cn1.ClCCl.O=C([O-])O.OCn1nnc2ccccc21.[Na+].[Na+]>>COc1cc(C2CCN(C)CC2)ccc1Nc1ncc(OCc2c(Cl)c(OC)cc(OC)c2Cl)cn1
46490,C1CCOC1.CC(C)(C)OC(=O)N1CC[C@H](O)C1.CCCCc1nc2ccccn2c(=O)c1-c1ccc(O)cc1.CCOC(=O)N=NC(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>CCCCc1nc2ccccn2c(=O)c1-c1ccc(O[C@@H]2CCN(C(=O)OC(C)(C)C)C2)cc1
25376,COc1ccc(B(O)O)cn1.Cc1nc(N)nc2c1cc(Br)c(=O)n2[C@@H]1CC[C@@H](O)CC1.Cl[Pd]Cl.O=C([O-])[O-].[K+].[K+]>>COc1ccc(-c2cc3c(C)nc(N)nc3n([C@@H]3CC[C@@H](O)CC3)c2=O)cn1
19539,CCN(C(C)C)C(C)C.CN(C)C=O.Cc1cc(N)n[nH]1.Clc1nc(Cl)c2cnn(-c3ccccc3)c2n1.O>>Cc1cc(Nc2nc(Cl)nc3c2cnn3-c2ccccc2)n[nH]1
3761,CC(O)CCl.CN(C)C=O.O=C([O-])[O-].O=c1[nH]cc(-c2ccccc2)c2ccccc12.[K+].[K+]>>CC(O)Cn1cc(-c2ccccc2)c2ccccc2c1=O
11232,C1CCNCC1.C=CCP(=O)(CC=C)C(CCC(=O)NCCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)P(=O)(CC=C)CC=C.CCOC(C)=O.CN(C)C=O>>C=CCP(=O)(CC=C)C(CCC(=O)NCCCC[C@H](N)C(=O)O)P(=O)(CC=C)CC=C
15691,C1CCOC1.CCN(C(C)C)C(C)C.CN(C)C=O.Cc1nc(N)cc(-c2c(Nc3ccc(N)cc3)nc3cccnn23)n1.O=C(Cl)Oc1ccc([N+](=O)[O-])cc1>>Cc1nc(N)cc(-c2c(Nc3ccc(NC(=O)Oc4ccc([N+](=O)[O-])cc4)cc3)nc3cccnn23)n1
35156,CC(C)(C)N.O=C(O)c1cc(F)c(F)cc1F>>CC(C)(C)NC(=O)c1cc(F)c(F)cc1F
15463,CS(N)(=O)=O.NS(=O)(=O)N1CC(F)C1.O=C(O)c1cc(C2CC2)c(OCC2(C(F)(F)F)CCCCC2)cc1F.O=C(O)c1cc(C2CC2)c(OCC2CCCCC2)cc1F>>O=C(NS(=O)(=O)N1CC(F)C1)c1cc(C2CC2)c(OCC2CCCCC2)cc1F
45201,C1CCOC1.CCCCCCCCCCCCCCCCSCC(O)COC(c1ccccc1)(c1ccccc1)c1ccccc1.CI.O.[H-].[Na+]>>CCCCCCCCCCCCCCCCSCC(COC(c1ccccc1)(c1ccccc1)c1ccccc1)OC
38864,CCOC(C)=O.CN(C)C=O.Cc1cc(C)c(NC(=O)CCl)c(C)c1.Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1.O=C([O-])[O-].[K+].[K+]>>Cc1cc(C)c(NC(=O)CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c(C)c1
9528,CC#N.COc1cc(N)cc(OC)c1.Cn1cc(C(=O)C(Br)c2ccccc2)c2ccccc21>>COc1cc(NC(C(=O)c2cn(C)c3ccccc23)c2ccccc2)cc(OC)c1
29315,COCCOC.Cc1ccc(CN)cc1C.N#Cc1c(OS(=O)(=O)C(F)(F)F)nc(N)nc1C1=CCCO1>>Cc1ccc(CNc2nc(N)nc(C3=CCCO3)c2C#N)cc1C
21465,C1CCOC1.CC(C)(C)OC(=O)N1CCN(C(=O)OC(C)(C)C)[C@@H](CCCC(=O)O)C1>>CC(C)(C)OC(=O)N1CCN(C(=O)OC(C)(C)C)[C@@H](CCCCO)C1
10103,CC#N.COc1cccc(-c2ccc3ccc(N)nc3n2)c1.O.O=C(O)c1cccc(Br)c1.O=C(n1ccnc1)n1ccnc1>>COc1cccc(-c2ccc3ccc(NC(=O)c4cccc(Br)c4)nc3n2)c1
5052,Cc1nc(C#Cc2ccnc(C#N)c2)c[nH]1.OB(O)c1ccc(Cl)nc1>>Cc1nc(C#Cc2ccnc(C#N)c2)cn1-c1ccc(Cl)nc1
29296,CC(=O)O.Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.ClCCl.[Zn]>>Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)NC2
29310,C1CCOC1.CC#Cc1cc(Cl)nc(Nc2ccccc2)n1.CNC.O.[K+].[OH-]>>CC#Cc1cc(N(C)C)nc(Nc2ccccc2)n1
1731,CC(C)NC(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.Cc1nnc2sc(C(=O)O)c(N)c2c1C.F[P-](F)(F)(F)(F)F.NCc1ccc(OCF)cc1>>Cc1nnc2sc(C(=O)NCc3ccc(OCF)cc3)c(N)c2c1C
25198,Nc1ncc(-c2ccc(-c3ccc(C(F)(F)F)cc3O)cc2F)cn1.Nc1nccc(Cl)n1>>Nc1ncc(-c2ccc(-c3ccc(C(F)(F)F)cc3Oc3ccnc(N)n3)cc2F)cn1
32287,CCO.CCOC(=O)C(C)(C)Oc1ccc(OCCc2nc(-c3ccc(Br)cc3)oc2C)cc1.COc1ccc(B(O)O)cc1.Cc1ccccc1.O=C([O-])[O-].[Na+].[Na+]>>CCOC(=O)C(C)(C)Oc1ccc(OCCc2nc(-c3ccc(-c4ccc(OC)cc4)cc3)oc2C)cc1
28491,CC(=O)OC(C)=O.CCN(CC)CC.ClC(Cl)Cl.Nc1ccc(C2(Cc3ccccc3)CCN(Cc3ccccc3)C2)cc1>>CC(=O)Nc1ccc(C2(Cc3ccccc3)CCN(Cc3ccccc3)C2)cc1
4464,CC(C)(C)OC(=O)N1CCNCC1.Clc1nc(N2CCOCC2)c2sc(CN3CCNCC3)cc2n1.O=Cc1ncc[nH]1>>Clc1nc(N2CCOCC2)c2sc(CN3CCN(Cc4ncc[nH]4)CC3)cc2n1
24307,CCO.CCOC(=O)c1cc(OC(C)=O)c2ccsc2c1.O=C([O-])[O-].[K+].[K+]>>CCOC(=O)c1cc(O)c2ccsc2c1
24392,CCCCOc1ccc2c(n1)OCCN(C(=O)OC(C)(C)C)C2.CCOC(C)=O.Cl>>CCCCOc1ccc2c(n1)OCCNC2.Cl
10739,BrCc1ccccc1.CCCNC1=C(O)C(=O)O[C@@H]1[C@@H]1COC(C)(C)O1.CN(C)C=O.O.O=C([O-])[O-].[K+].[K+]>>CCCNC1=C(OCc2ccccc2)C(=O)O[C@@H]1[C@@H]1COC(C)(C)O1
45128,C1CCOC1.CB(O)O.Cc1cc(Br)cnc1N1CCN(C(=O)OC(C)(C)C)CC1.O.[F-].[K+]>>Cc1cnc(N2CCN(C(=O)OC(C)(C)C)CC2)c(C)c1
16932,CC(C)(CCBr)CCBr.CCOC(=O)c1[nH]c(-c2ccccc2)c2cc(Cl)ccc12.CN(C)C=O.[Cl-].[H-].[Na+].[Na+]>>CCOC(=O)c1c2ccc(Cl)cc2c(-c2ccccc2)n1CCC(C)(C)CCBr
44336,CCOC(=O)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(OC)cc2)c1C.ClCCCl.O=C1CCC(=O)N1Br>>CCOC(=O)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(OC)cc2)c1CBr
20879,CCOC(=O)CCCBr.Cl.O.O=C([O-])[O-].[Na+].[Na+].[Na+].[OH-].c1cnc(N2CCNCC2)nc1>>CCOC(=O)CCCN1CCN(c2ncccn2)CC1
39194,C1COCCO1.CCOC(=O)c1c(O)c2cc(I)c(Cl)cc2[nH]c1=O.Cn1ccc2cc(B(O)O)ccc21.O.O=C([O-])[O-].[Cs+].[Cs+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>CCOC(=O)c1c(O)c2cc(-c3ccc4c(ccn4C)c3)c(Cl)cc2[nH]c1=O
19075,C1COCCN1.ClCCOc1ccccc1C=Cc1ccccn1>>C(=Cc1ccccc1OCCN1CCOCC1)c1ccccn1
31359,CC(=O)Cl.O=C(O)C(O)Cc1ccccc1>>CC(=O)OC(Cc1ccccc1)C(=O)O
27700,CCO.CN1CCN(Cc2ccc(-c3cc4nccc(Oc5ccc(N)cc5F)c4s3)o2)CC1.Cc1ccccc1.Cc1ccccc1.O=C(Cc1ccccc1)N=C=S>>CN1CCN(Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=S)NC(=O)Cc6ccccc6)cc5F)c4s3)o2)CC1
33273,CC(C)(C)[Si](C)(C)OCc1ccc(C(=O)C(F)(F)F)cc1.Cl.NO.c1ccncc1>>CC(C)(C)[Si](C)(C)OCc1ccc(C(=NO)C(F)(F)F)cc1
22287,C#Cc1cccc(F)c1.O=C1C[C@H]2CCC[C@H]2N1c1ccc(I)cn1>>O=C1C[C@H]2CCC[C@H]2N1c1ccc(C#Cc2cccc(F)c2)cn1
41603,CCO.CCOC(=O)c1c(Cl)c2cnc(-c3ccccc3)nc2n(CCOC)c1=O.COCCN.O=C([O-])[O-].[Na+].[Na+]>>CCOC(=O)c1c(NCCOC)c2cnc(-c3ccccc3)nc2n(CCOC)c1=O
20403,CC#N.COC(=O)C(Br)c1cccc(F)c1.Nc1cc(F)c(F)c(F)c1>>COC(=O)C(Nc1cc(F)c(F)c(F)c1)c1cccc(F)c1
42969,C1CCOC1.CCCCc1nc(C)n(CC(=O)OCC)c(=O)c1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1.CCO.CCOC(C)=O.Cl.[Na+].[OH-]>>CCCCc1nc(C)n(CC(=O)O)c(=O)c1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1
13136,BrCCCCCCCCBr.[Na+].[O-]c1ccccc1>>BrCCCCCCCCOc1ccccc1
44990,C1CCOC1.CO.COC(=O)c1cc(C(=O)O)cc(N2CCCC2=O)c1>>COC(=O)c1cc(CO)cc(N2CCCC2=O)c1
30623,BrCC1CC1.OCc1cc(I)c(O)c(Cl)n1>>OCc1cc(I)c(OCC2CC2)c(Cl)n1
12479,Nc1c(CCO)cccc1C(O)c1ccccc1.O=[Mn]=O.c1ccccc1>>Nc1c(CCO)cccc1C(=O)c1ccccc1
23001,C1CCOC1.CC(C)(C)OC(=O)NCCCCO.COCOc1c(C(=O)OC)c(O)cc2ccccc12.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>COCOc1c(C(=O)OC)c(OCCCCNC(=O)OC(C)(C)C)cc2ccccc12
49019,CC(C)(C)OC(=O)N1CCNCC1.CN(C)C(=N)N(C)C.CS(C)=O.O=S(=O)(c1cccc(F)n1)N1CCC(c2ccccc2F)CC1>>CC(C)(C)OC(=O)N1CCN(c2cccc(S(=O)(=O)N3CCC(c4ccccc4F)CC3)n2)CC1
45893,CC(C)[C@@H](C(=O)O)N1Cc2ccc(-c3ccc(NC(=S)Nc4ccccc4F)cc3)cc2C1=O.COC(=O)[C@H](C(C)C)N1Cc2ccc(-c3ccc(NC(=S)Nc4cccc(F)c4)cc3)cc2C1=O>>CC(C)[C@@H](C(=O)O)N1Cc2ccc(-c3ccc(NC(=S)Nc4cccc(F)c4)cc3)cc2C1=O
11383,CC1(C)CN(c2ncnc3cc(N4CCC(F)(F)CC4)sc23)CCN1.CCN(C(C)C)C(C)C.CN(C)C=O.COc1cccc([C@H](C)N=C=O)c1.Cl>>COc1cccc([C@H](C)NC(=O)N2CCN(c3ncnc4cc(N5CCC(F)(F)CC5)sc34)CC2(C)C)c1
46563,CCO.COc1ccc2c(c1OC)CC(c1ccccc1)C=C2C#N.[BH4-].[Na+]>>COc1ccc2c(c1OC)CC(c1ccccc1)CC2C#N
21328,COC(=O)C1CN(Cc2ccc(-c3ccc4oc(-c5ccccc5)cc(=O)c4c3)cc2)C1.COC(=O)C1CN(Cc2ccc(OCc3coc4ccc(Cl)cc34)cc2)C1>>O=C(O)C1CN(Cc2ccc(-c3ccc4oc(-c5ccccc5)cc(=O)c4c3)cc2)C1
44342,CCOC(C)=O.CO.C[O-].N#Cc1nc(F)cnc1F.O.[Na+]>>COc1ncc(F)nc1C#N
24290,CO.Cc1c(Cl)c([N+](=O)[O-])cc2c1NC(=O)C2(c1ccc(O)cc1)c1ccc(O)cc1.[Pd]>>Cc1c(Cl)c(N)cc2c1NC(=O)C2(c1ccc(O)cc1)c1ccc(O)cc1
42173,C1CCOC1.CO.COC(=O)c1cc(OCc2ccccc2)cc(N(CC2CC2)C(C)=O)c1.[OH-].[OH-].[Pd+2]>>COC(=O)c1cc(O)cc(N(CC2CC2)C(C)=O)c1
20338,Cc1cc2c(Cl)nc(-c3cnccn3)nc2s1.NCc1ccccc1>>Cc1cc2c(NCc3ccccc3)nc(-c3cnccn3)nc2s1
30165,CN.CN(C)C=O.O=C(Nc1ccc(N2CCCCC2)cc1C(=O)N/N=C/c1ccc(Cl)c(C(F)(F)F)c1)c1cccc(CBr)c1>>CNCc1cccc(C(=O)Nc2ccc(N3CCCCC3)cc2C(=O)N/N=C/c2ccc(Cl)c(C(F)(F)F)c2)c1
18730,CN(C)C#N.COC(=O)C1CC2C(=O)C(C(=O)c3ccc(C(F)F)nc3C)C(=O)C1C=C2Br.C[Si](C)(C)[SiH]([Si](C)(C)C)[Si](C)(C)C.Cc1ccccc1>>COC(=O)C1CC2C=CC1C(=O)C(C(=O)c1ccc(C(F)F)nc1C)C2=O
45250,COC(=O)[C@@H](C)NC(=O)C(Cc1c(C)cc(O)cc1C)NC(=O)OC(C)(C)C.ClC(Cl)Cl>>Cc1cc(O)cc(C)c1C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C)C(=O)O
4504,CCN(C(C)C)C(C)C.CN(C)[P+](On1nnc2ccccc21)(N(C)C)N(C)C.Cc1cc(F)ccc1C1C2CNCC2CN1C(=O)N(C)C(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.ClCCl.F[P-](F)(F)(F)(F)F.O=C(O)CN1CCCC1>>Cc1cc(F)ccc1C1C2CN(C(=O)CN3CCCC3)CC2CN1C(=O)N(C)C(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
40296,CN(C)C=O.C[C@@H]1NCCO[C@@H]1C.Cl.FC(F)c1nc2ccccc2n1-c1nc(Cl)cc(Cl)n1.O.O=C([O-])[O-].[K+].[K+]>>C[C@@H]1OCCN(c2cc(Cl)nc(-n3c(C(F)F)nc4ccccc43)n2)[C@@H]1C
34712,CC(C)(C)OC(=O)N1CCC[C@H](COc2cccc([N+](=O)[O-])c2C#N)C1.CCOC(C)=O.[Pd]>>CC(C)(C)OC(=O)N1CCC[C@H](COc2cccc(N)c2C#N)C1
30514,CCOC(=O)c1ccc(N2CCCN(C(C)C)CC2)s1.CO.COc1cc(CCc2cc(N)[nH]n2)cc(OC)c1.C[Al](C)C.Cc1ccccc1>>COc1cc(CCc2cc(NC(=O)c3ccc(N4CCCN(C(C)C)CC4)s3)[nH]n2)cc(OC)c1
20423,CC(C)=O.CC1(C)COC2(CC[C@H](C[C@@H](C(=O)O)c3ccc(S(=O)(=O)C4CC4)c(C4CC4)c3)C2)OC1.Cl>>O=C1CC[C@H](C[C@@H](C(=O)O)c2ccc(S(=O)(=O)C3CC3)c(C3CC3)c2)C1
32984,BrCc1ccccc1.Brc1ccc2cc[nH]c2c1.CN(C)C=O.Cl.O.[H-].[Na+]>>Brc1ccc2ccn(Cc3ccccc3)c2c1
31063,CC#N.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CN(C)c1ccncc1.Nc1ccc(N2CCNCC2=O)cc1>>CC(C)(C)OC(=O)N1CCN(c2ccc(N)cc2)C(=O)C1
17094,CCOC(=O)Cc1ccc(OC)c(B2OC(C)(C)C(C)(C)O2)c1.O=Cc1cc(C(F)(F)F)ccc1Br>>CCOC(=O)Cc1ccc(OC)c(-c2ccc(C(F)(F)F)cc2C=O)c1
3742,CC(C)COc1ccccc1-c1ncc(C(N)=O)c(=O)[nH]1.O=P(Cl)(Cl)Cl>>CC(C)COc1ccccc1-c1ncc(C#N)c(=O)[nH]1
21198,C1CCOC1.CO.COC(=O)c1cc(OC)cc([N+](=O)[O-])c1.Cl.[Na+].[OH-]>>COc1cc(C(=O)O)cc([N+](=O)[O-])c1
23580,CC(C)c1cc(N)ccc1Cl.CC=CCCl.CN(C)C=O.O=C([O-])[O-].[K+].[K+]>>CC=CCNc1ccc(Cl)c(C(C)C)c1
18150,CC(CCC(O)(c1ccccc1)c1ccccc1)(c1ccc(O)cc1)c1ccc(O)cc1.CO.[Pd]>>CC(CCC(c1ccccc1)c1ccccc1)(c1ccc(O)cc1)c1ccc(O)cc1
7473,Brc1cncc(Br)c1.CCS.CN(C)C=O.O.[Na+].[OH-]>>CCSc1cncc(Br)c1
3159,CO.C[O-].Cc1cc(Cl)nc(Cl)c1.[Na+]>>COc1cc(C)cc(Cl)n1
24668,C1COCCO1.CCOC(C)=O.Cc1c(C(=O)NN(C)C(=O)OC(C)(C)C)nn(-c2ccccc2)c1N.Cl>>CNNC(=O)c1nn(-c2ccccc2)c(N)c1C.Cl.Cl
33615,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].Cc1ccccc1.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=Cc1cc(Br)ccc1O.[Na+].[Pd].c1ccc(CN2CCNCC2)cc1>>O=Cc1cc(N2CCN(Cc3ccccc3)CC2)ccc1O
30608,Cc1cccc2[nH]c(C(C)C)nc12.O=c1cc(CBr)c2ccc(F)c(F)c2[nH]1>>Cc1cccc2c1nc(C(C)C)n2Cc1cc(=O)[nH]c2c(F)c(F)ccc12
45567,CCOC(=O)[C@@H]1CCCN1.Cc1cccc(C)c1N(CCCC(=O)O)C(=O)c1ccc(Cl)cc1>>CCOC(=O)[C@@H]1CCCN1C(=O)CCCN(C(=O)c1ccc(Cl)cc1)c1c(C)cccc1C
14617,CCN(CC)CC.CNOC.Cl.ClCCl.O=C(Cl)c1cccc(C(F)(F)F)c1>>CON(C)C(=O)c1cccc(C(F)(F)F)c1
